AccountName,Vertical,New / Edit Inventory Part,Items List,New / Edit Sales Order,Sales Order List,New / Edit Purchase Order,Purchase Order List,New / Edit Invoice,New / Edit Sales Receipt,New / Edit Bill
dealer121,"Communications, Entertainment and Media",0,1,0,0,1,1,1,0,0
decastrosllc,Other,0,0,0,0,0,0,0,0,0
decoblades,Manufacturing (MWD),0,0,0,0,0,0,0,0,0
decohomesupplyllc,Construction,0,0,0,0,N/A,N/A,0,0,N/A
dedicatedaccess1725936ontinc,"Communications, Entertainment and Media",0,0,1,0,N/A,N/A,0,0,N/A
deepvacassociatesllc,Field Services,0,0,0,0,0,0,1,0,0
deeringestatefoundationinc,Other,0,0,0,0,N/A,N/A,0,0,N/A
deianasmallengine,,0,0,0,0,N/A,N/A,0,0,N/A
dekorbutik,Retail,0,0,0,0,0,0,0,0,0
dektex,Construction,0,0,0,0,N/A,N/A,0,0,N/A
delappdetailingllc,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
delmarvadesigncenter,Retail,1,0,1,1,1,1,1,1,1
delmarvadesigncenterrestore20250205,Retail,0,0,1,1,1,1,1,1,1
delphiniumconcierge,Home Watch,0,0,0,0,N/A,N/A,0,0,N/A
democompany1,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
demurodasinc,,1,1,0,0,1,1,1,0,1
denex2,General product based,0,0,0,0,0,0,1,0,0
dentalequipmentspecialists,Repair and maintenance,0,1,0,0,N/A,N/A,0,0,N/A
dentalocator,Other,0,0,0,0,0,0,1,0,0
dentmagicswltd,"Automotive parts, repair and maintenance",0,0,1,0,N/A,N/A,1,1,N/A
depositonlinellc3,,0,0,0,0,N/A,N/A,0,0,N/A
depotgranite,Field Services,0,0,0,0,0,0,0,0,0
derwasofwelshpoolltd2,Retail,0,0,0,0,0,0,0,0,0
desertgardenservicesrestore20241025,Other,0,0,0,0,0,0,0,0,0
deserthaushomewatchservices,Other,0,0,0,0,N/A,N/A,0,0,N/A
desertvalley,Other,0,0,0,0,N/A,N/A,0,0,N/A
destiny2sport2,Sport and recreation,0,0,0,0,N/A,N/A,0,0,N/A
detailedpaintcompany,Construction,0,0,0,0,N/A,N/A,0,0,N/A
detailstileandstonellc,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
detonategroupinc2,General product based,0,0,1,1,1,0,1,0,0
deviceopticallc,,0,0,0,0,N/A,N/A,1,0,N/A
dextersource,,0,0,0,0,N/A,N/A,1,0,N/A
dfinancialservicesllc,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
dfspartnersllc,,0,0,0,0,N/A,N/A,0,0,N/A
dgautodistributors,"Automotive parts, repair and maintenance",0,0,0,0,0,0,0,0,0
dgequipmentrepairandservices2,Repair and maintenance,1,1,0,0,N/A,N/A,1,0,N/A
dhgs,,0,0,0,0,N/A,N/A,0,0,N/A
diamondem,Construction,0,0,0,0,0,0,0,0,0
dianconstruction,Construction,0,0,0,0,N/A,N/A,0,0,N/A
digitalbeans,,0,0,0,0,N/A,N/A,0,0,N/A
digitalmindspr,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
digitalsignageresolutions1,,0,1,0,0,1,1,1,0,0
digitalsilva,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
digpig,Manufacturing (MWD),0,0,0,0,0,0,0,0,0
digscoopllc,,0,0,0,0,N/A,N/A,0,0,N/A
dimagesinc,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
dinosaursarisellc,Other,0,0,0,0,N/A,N/A,0,0,N/A
directsurgicalequipment,Other,1,1,1,0,1,0,1,0,0
directwindows,Construction,0,0,0,0,0,0,0,0,0
disabilitysa3,Other,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dispodepot,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
divinedividendstaxandaccountingservices,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
divineplantdesign,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
division9associates,Wholesale and distribution services (MWD),1,0,0,0,N/A,N/A,0,0,N/A
dmaexternal2fatestaccount2,,0,0,0,0,N/A,N/A,0,0,N/A
dmitriyco1,Retail,0,0,0,0,N/A,N/A,1,0,N/A
dmvhub,Consulting and Professional Services,0,0,0,0,N/A,N/A,1,1,N/A
doctoryards,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
docudavit4,Consulting and Professional Services,0,0,0,0,N/A,N/A,1,0,N/A
doggonetaxi,"Animal Services, Farming or Forestry",0,0,0,0,1,0,0,0,0
dolifeattached3,Other,0,0,0,0,0,0,1,0,0
dolphinheatexchangerusa,Wholesale and distribution services (MWD),0,1,1,1,0,0,1,0,0
domaindirectoryllc2,"Advertising, marketing or PR",0,0,0,0,N/A,N/A,0,0,N/A
doneanddonehome2,Other,0,1,0,0,0,0,1,0,0
donecdistributors,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
donerightirrigation,Repair and maintenance,0,0,0,0,N/A,N/A,0,0,N/A
donkaviagency,,0,0,0,0,N/A,N/A,0,0,N/A
donschroedercpa,,0,0,0,0,N/A,N/A,0,0,N/A
dontsweatcorp,Construction,0,0,0,0,N/A,N/A,0,0,N/A
doors4petsandpeople,Retail,0,0,0,0,1,0,0,0,0
doozlandllc,Wholesale and distribution services (MWD),0,0,0,0,1,1,1,0,0
dorcancustomcabinetry,Construction,0,0,0,0,N/A,N/A,0,0,N/A
dossierwine,,0,0,0,0,0,0,0,0,0
doubleldistributors,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
down2thepennysmallbusinesssolutions,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
dpalex,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
draftconstructionswfl,Construction,0,0,0,0,0,0,0,0,0
drewaltizer2,,0,0,0,0,N/A,N/A,1,0,N/A
drinkade,Wholesale and distribution services (MWD),0,0,0,0,0,0,0,0,0
drivosity2,Software,0,0,0,0,0,0,0,0,0
drmdockworkmaintenanceand,Construction,0,0,0,0,N/A,N/A,0,0,N/A
drugandalcoholtestingassociates,Consulting and Professional Services,0,0,0,0,0,0,0,0,0
dtownequipmentrentalllc,Equipment rental and leasing,0,0,0,0,N/A,N/A,0,0,N/A
dtsdirect,Wholesale and distribution services (MWD),0,1,1,1,1,0,1,0,0
ductcleanscotland,Field Services,0,1,0,1,N/A,N/A,1,0,N/A
duffymechanicalllc2,,0,0,0,0,N/A,N/A,0,0,N/A
dunncountyhumanesociety3,Other,0,0,0,0,N/A,N/A,0,1,N/A
duomogroupinc2,Construction,0,0,0,0,N/A,N/A,1,0,N/A
durabikelocker,Manufacturing (MWD),0,0,1,1,N/A,N/A,1,0,N/A
duralinesystemsinc2,,1,1,1,1,1,1,1,0,1
durawattle,Manufacturing (MWD),0,0,0,0,0,0,0,0,0
dwellxpm,,0,0,0,0,N/A,N/A,0,0,N/A
dxn,Manufacturing (MWD),0,0,0,0,0,0,0,0,0
dyetusainc,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
dylanblakecustoms,,0,0,0,0,0,0,0,0,0
dylanwilliamscpa,Manufacturing (MWD),0,0,0,0,0,0,0,0,0
dynamicdoorsolutionsltd,Construction,0,0,0,0,N/A,N/A,0,0,N/A
dynamicpartners,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
dynamicworkflowsolutions,Accounting and Bookkeeping,0,1,0,0,N/A,N/A,1,0,N/A
eagledx,Other,0,0,0,0,N/A,N/A,1,0,N/A
eaglesalesofcb,,0,0,1,1,N/A,N/A,1,0,N/A
eaglesensorscontrols,,0,0,0,0,N/A,N/A,0,0,N/A
earnestteriquebragg5,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
earthgardeners,Field Services,0,0,0,0,0,0,0,0,0
earthtechlandscapeinc2,Field Services,0,0,0,0,N/A,N/A,1,0,N/A
east495,Other,0,0,0,0,N/A,N/A,0,0,N/A
eastaluminum,Construction,0,0,0,0,N/A,N/A,0,0,N/A
eastcoastsportmarine3,Sport and recreation,0,0,0,0,0,0,0,0,0
eastdevontreecareltd,Consulting and Professional Services,0,0,0,0,N/A,N/A,1,0,N/A
easternairinc,Field Services,0,0,0,0,N/A,N/A,1,1,N/A
easternwearparts,Retail,0,0,0,0,N/A,N/A,0,0,N/A
easttimberandcorenovationsandconstruction,Construction,0,0,0,0,N/A,N/A,0,0,N/A
eastviewelectric,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
easystoreselfstoragelimited,Travel and transportation,0,0,0,0,N/A,N/A,0,0,N/A
ebamethod,Manufacturing (MWD),1,1,1,0,1,0,1,0,0
ebasesolutions2,Software,0,0,0,0,N/A,N/A,0,0,N/A
ebraxaccountingandtax,Accounting and Bookkeeping,0,0,0,0,N/A,N/A,1,0,N/A
ebraxaccountingandtaxrestore20250820,Accounting and Bookkeeping,0,0,0,0,N/A,N/A,1,0,N/A
ebraxaccountingandtaxrestore20250821,Accounting and Bookkeeping,0,0,0,0,N/A,N/A,1,0,N/A
ecisnv,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
ecisnv2,Field Services,0,0,0,0,0,0,0,0,0
ecocafs,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
ecoscapeuk,,1,1,1,1,1,1,1,0,1
ecoview,Construction,0,0,0,0,0,0,0,0,0
ecpaccounting20119,,0,0,0,0,N/A,N/A,0,0,N/A
edaccountingandmanagement,,0,0,0,0,0,0,0,0,0
edwardsstone,Construction,0,0,0,0,0,0,0,0,0
edwardstreeandlandscapellc,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
efficientcleaningservicesltd,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
efficientheatingandair,Construction,0,0,0,0,N/A,N/A,0,0,N/A
efiniprofessionalgroup,,0,0,0,0,N/A,N/A,0,0,N/A
eggheadbusinesseducationdemo,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
egminc,Repair and maintenance,0,0,0,0,N/A,N/A,0,0,N/A
eighteenkhamtest345,,0,0,0,0,N/A,N/A,0,0,N/A
eighthundredandfifteenmetalworks,Construction,0,0,0,0,0,0,0,0,0
eknotecdemo,IT and computer related,0,0,0,0,0,0,0,0,0
eknotecservices,IT and computer related,0,0,0,0,0,0,0,0,0
ekologellc,Construction,0,0,0,0,N/A,N/A,0,0,N/A
electricalgeneratorsandpumpservicesltd,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
electronet,IT and computer related,0,0,0,0,N/A,N/A,0,0,N/A
electroniclife2,General service based,0,1,0,0,N/A,N/A,1,0,N/A
elementalsheltersolutionsllc2,Construction,0,0,0,0,N/A,N/A,1,0,N/A
elevatedmetalscorp2,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
eleventhousandonehundredandeleven,,0,0,0,0,N/A,N/A,0,0,N/A
elhtruckandtrailer,"Automotive parts, repair and maintenance",0,0,0,0,N/A,N/A,1,0,N/A
elijahfireministries,Other,0,0,0,0,N/A,N/A,0,0,N/A
elis,,0,0,0,0,N/A,N/A,0,0,N/A
eliteautosounds2,"Automotive parts, repair and maintenance",0,0,0,0,0,0,0,0,0
elitecoingroup,"Financial, Insurance or Legal Services",0,0,0,0,N/A,N/A,0,0,N/A
elitecommercialcleaning,Other,0,0,0,0,N/A,N/A,1,0,N/A
elitehomemanagement,Home Watch,0,0,0,0,N/A,N/A,0,0,N/A
elitehomeprofessional,Home Watch,0,0,0,0,N/A,N/A,0,0,N/A
elitehomewatchers,Other,0,0,0,0,N/A,N/A,0,0,N/A
elitestoneworks,Construction,0,0,0,0,N/A,N/A,0,0,N/A
elitethermal,Construction,0,0,0,0,0,0,0,0,0
elitetrailerssalesllc,Retail,0,0,0,0,N/A,N/A,0,0,N/A
elmhurstyorkfieldfoodpantry,"Non-profit, govt or religious organization",0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
elysianlabsllc3,Wholesale and distribution services (MWD),0,0,0,0,0,0,1,0,0
elzahraeducation,,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
embarkmaple,Food and beverage,0,0,0,0,N/A,N/A,1,0,N/A
embarkpettransport2,Other,0,0,0,0,0,0,1,0,0
emberdefensellc,Construction,0,1,1,1,0,0,1,0,0
emeryallen2,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
emerytusadvisorsllc,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
emfj,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
empirecoatingsolutions,Wholesale and distribution services (MWD),0,0,0,0,0,0,0,0,0
empireheatingandairconditioning,Field Services,0,0,0,0,0,0,1,0,0
emptynesthomeservices,,0,0,0,0,N/A,N/A,0,0,N/A
emsc,"Communications, Entertainment and Media",0,1,0,0,N/A,N/A,1,0,N/A
encorescllc,,0,0,0,0,N/A,N/A,0,0,N/A
endrocinesurgeryqualityfoundation,Other,0,0,0,0,N/A,N/A,0,0,N/A
endureconcretecoatings2,Construction,0,0,0,0,0,0,0,0,0
enerfusioninc,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
engineeringbusiness,Consulting and Professional Services,0,0,0,0,0,0,0,0,0
englandlogistic,Travel and transportation,0,0,0,0,0,0,1,0,0
ensureaseal2,Wholesale and distribution services (MWD),0,0,1,0,1,0,0,0,0
entitled,"Financial, Insurance or Legal Services",0,0,0,0,N/A,N/A,0,0,N/A
entretienflex,Other,0,0,0,0,N/A,N/A,0,0,N/A
envisionacademy,"Non-profit, govt or religious organization",0,0,0,0,N/A,N/A,0,0,N/A
epicsystems3,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
equalizedproductions,IT and computer related,0,0,0,0,N/A,N/A,0,0,N/A
erindonahuetice,Retail,0,0,0,0,0,0,0,0,0
erp3,,0,0,0,0,0,0,0,0,0
erroltestsorryneedrealaccount,,0,0,0,0,N/A,N/A,0,0,N/A
espline,Accounting and Bookkeeping,0,0,0,0,N/A,N/A,0,0,N/A
essentials,,0,0,0,0,N/A,N/A,0,0,N/A
essentialtoothpaste,Retail,0,0,0,0,N/A,N/A,0,0,N/A
estimatechallengeplusandenhancedpayroll,Food and beverage,0,0,0,0,N/A,N/A,0,0,N/A
estrella,,0,0,0,0,N/A,N/A,1,0,N/A
etc3,Construction,0,0,0,0,N/A,N/A,0,0,N/A
etcinstitute4,,0,0,0,0,N/A,N/A,0,0,N/A
eternalight,Manufacturing (MWD),0,0,0,0,0,0,0,0,0
ethosnetworksystems,IT and computer related,0,1,1,0,1,0,1,0,0
etopflooring2,,0,0,0,0,N/A,N/A,0,0,N/A
eucliddesigngroup,,0,0,1,0,N/A,N/A,0,0,N/A
eurofence2,Construction,0,0,0,0,N/A,N/A,0,0,N/A
europeandessertsandmore,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
evdsamerica,Construction,0,0,1,0,N/A,N/A,1,0,N/A
evolgear2restore20241219,Sport and recreation,1,0,0,0,N/A,N/A,0,0,N/A
evolutiontrailertechnologies,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
evolvemedia2,"Advertising, marketing or PR",0,0,0,0,0,0,1,0,1
evtestsolutions,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
exaltodesigns,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
execestatemgmt,,0,0,0,0,N/A,N/A,0,0,N/A
exegy,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
exergamefitness,Manufacturing (MWD),0,0,1,0,N/A,N/A,0,0,N/A
experiencepoolandspa,Repair and maintenance,0,0,0,0,0,0,0,0,0
experthosiery,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
exploringforaninterview,IT and computer related,0,0,0,0,N/A,N/A,0,0,N/A
eyeoftheheartcenterllc,"Non-profit, govt or religious organization",0,0,0,0,N/A,N/A,0,0,N/A
eyesonsite,Home Watch,0,0,0,0,N/A,N/A,0,0,N/A
ezbrandsllc,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,1,0,N/A
fairlanefurniturerestorers3,General service based,0,0,1,0,0,0,1,1,0
familyfencecompanyofflorida,Construction,0,0,0,0,0,0,0,0,0
farmersconservationalliance,Other,0,1,0,0,0,0,1,0,1
farmtosummit,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
fastrfid,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
fasttrackmarketing2,,0,0,0,0,N/A,N/A,1,0,N/A
fcinnovations,,0,0,0,0,N/A,N/A,0,0,N/A
fcsinstalls,Construction,0,0,0,0,0,0,0,0,0
fd2,,0,0,0,0,N/A,N/A,0,0,N/A
federalcitycouncil4,"Non-profit, govt or religious organization",0,0,0,0,N/A,N/A,1,1,N/A
federationfuels,Field Services,0,0,0,0,0,0,0,0,0
fencology,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
fenixautomotivedesignllc2,"Automotive parts, repair and maintenance",0,0,0,0,N/A,N/A,0,0,N/A
fi2,,0,0,0,0,N/A,N/A,0,0,N/A
fibercablesdirect,Manufacturing (MWD),0,0,0,0,N/A,N/A,1,0,N/A
fibonaccillc,Manufacturing (MWD),0,0,0,0,0,0,1,0,0
finalmilecorporation,"Automotive parts, repair and maintenance",0,0,0,0,0,0,0,0,0
finelinecreativeartscenter,"Non-profit, govt or religious organization",0,1,0,0,N/A,N/A,0,0,N/A
finepefumery,Other,0,1,0,0,N/A,N/A,0,0,N/A
finishlinefitnessllc,Field Services,0,0,0,0,0,0,0,0,0
fireandiceheatingandairconditioning,Repair and maintenance,0,0,0,0,N/A,N/A,1,0,N/A
fireprosupply3,Wholesale and distribution services (MWD),0,0,0,0,0,0,0,0,0
firestationfurniture,Wholesale and distribution services (MWD),1,1,1,1,1,1,1,1,0
firetankpros,Consulting and Professional Services,0,0,0,0,0,0,1,0,0
firstchoiceinstallationllc,Healthcare,0,0,0,0,N/A,N/A,1,0,N/A
firstchoicesurveyinginc,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
firstmatehomewatch,Home Watch,0,0,0,0,N/A,N/A,0,0,N/A
firsttrackscoldbrew,Other,0,0,0,0,0,0,0,0,0
fishfoodies,Wholesale and distribution services (MWD),0,0,0,0,0,0,1,0,0
fishtnkinc,Manufacturing (MWD),0,0,0,0,0,0,1,0,0
fitec,Consulting and Professional Services,0,0,0,0,N/A,N/A,1,0,N/A
fitexsolutions,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
fitnessandexercisesolutions3,Retail,0,0,0,0,N/A,N/A,1,0,N/A
fitzsfishpondsllc,Field Services,0,0,0,0,N/A,N/A,1,0,N/A
fivebmf,"Non-profit, govt or religious organization",0,0,0,0,N/A,N/A,0,0,N/A
fivehundredandfiftyfivedistribution,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,1,0,N/A
fivehundredandfivethousandsixhundredandtwe,"Mining, Oil and Gas",0,0,0,0,N/A,N/A,0,0,N/A
fiveofleetservice2,,0,0,0,0,N/A,N/A,0,0,N/A
fivestarstaff2,Property management or real estate,0,0,0,0,N/A,N/A,1,0,N/A
fjsproductionsllc,Retail,0,0,0,0,N/A,N/A,1,0,N/A
flagguard,Retail,0,0,0,0,N/A,N/A,0,0,N/A
flautoequipment,Field Services,0,1,0,0,N/A,N/A,1,0,N/A
fleeteforce,"Automotive parts, repair and maintenance",0,0,0,0,0,0,1,0,0
flextraninc,,0,0,0,0,N/A,N/A,1,0,N/A
flextranincrestore20250317,,0,0,0,0,N/A,N/A,1,0,N/A
flightsalesgroup,Wholesale and distribution services (MWD),0,0,0,0,0,0,1,0,0
flipproductions,,0,0,0,0,N/A,N/A,0,0,N/A
flooringrva,Retail,0,0,0,0,0,0,1,0,0
floorsetc,Construction,0,0,0,0,0,0,1,0,0
floreshardwareandlightinginc,Other,0,0,0,0,0,0,0,0,0
floridacoastplumbingandgas,Construction,0,0,0,0,N/A,N/A,1,0,N/A
floridasbestpools,Repair and maintenance,0,0,0,0,N/A,N/A,0,0,N/A
floridastacks,,0,0,1,1,0,0,0,0,0
flowmeasurementservices,Wholesale and distribution services (MWD),0,0,0,0,1,0,1,0,0
flowtechchemicalsptyltd,,0,0,0,0,N/A,N/A,0,0,N/A
flroofdecks,Construction,0,0,0,0,N/A,N/A,0,0,N/A
fluidfocusllc,Repair and maintenance,0,0,0,0,N/A,N/A,1,0,N/A
fluxstudios2,"Communications, Entertainment and Media",0,0,0,0,N/A,N/A,0,0,N/A
fmhomewatch3,Home Watch,0,0,0,0,N/A,N/A,0,0,N/A
fmpublicationsltd,"Communications, Entertainment and Media",0,0,0,0,N/A,N/A,0,0,N/A
focusonyourvision01,Accounting and Bookkeeping,0,0,0,0,N/A,N/A,0,0,N/A
folkpittsburgh,"Non-profit, govt or religious organization",0,0,0,0,N/A,N/A,0,0,N/A
fontainebleaulakessinglefamilyhomeswesthoa,Consulting and Professional Services,0,0,0,0,N/A,N/A,1,0,N/A
foodequipmentexchange,Repair and maintenance,0,0,0,0,0,0,0,0,0
footprintpromotions,"Advertising, marketing or PR",1,1,1,0,1,1,1,1,1
foreigntaxcpa,,0,0,0,0,N/A,N/A,1,0,N/A
foremanprocleaning,Field Services,0,0,0,0,0,0,0,0,0
forensixconsulting,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
forgeelectriccompany,Construction,0,0,0,0,N/A,N/A,0,0,N/A
forkliftsrepairsandsales,Repair and maintenance,0,0,0,0,N/A,N/A,0,0,N/A
formationqb2,Consulting and Professional Services,0,0,0,0,0,0,0,0,0
fosterkeencutlrestore20250810,Other,1,0,1,1,0,0,1,0,0
fosterkeencutlrestore20250815,Other,1,0,1,1,0,0,1,0,0
fosterkeencutlrestore20250816,Other,1,0,1,1,0,0,1,0,0
fosterus,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
fotofinderaustraliaptyltd,"Medical, pharma or biotech",0,0,0,0,0,0,0,0,0
fotoganconsulting,IT and computer related,0,0,0,0,N/A,N/A,0,0,N/A
fourmtrucking,Construction,0,0,0,0,N/A,N/A,0,0,N/A
fourseas,,0,0,0,0,N/A,N/A,0,0,N/A
fourseasonshomeservices,,0,0,0,0,N/A,N/A,0,0,N/A
fourseasonsskylights,Construction,0,1,0,0,0,0,0,0,0
fowlerbrosconstruction,Construction,0,0,0,0,0,0,0,0,0
fowlerbrosincrestore20250118,Other,0,0,0,0,0,0,0,0,0
fowlerbrosincrestore20250123,Other,0,0,0,0,0,0,0,0,0
fowlerbrosincrestore20250125,Other,0,0,0,0,0,0,0,0,0
fowlerbrosincrestore20250127,Other,0,0,0,0,0,0,0,0,0
fowlerbrosincrestore20250128,Other,0,0,0,0,0,0,0,0,0
fowlerbrosincrestore20250326,Other,0,0,0,0,0,0,0,0,0
fowlergaragedoor,Construction,0,0,0,0,N/A,N/A,0,0,N/A
foxmark,Printers,0,0,0,0,1,0,1,0,0
freedupdataopticsinc,IT and computer related,0,0,0,0,1,1,1,0,0
freemansreachgreenhouses,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
freshenergyinc2,Construction,0,0,0,0,N/A,N/A,1,0,N/A
friendsofmontfort,Other,0,0,0,0,N/A,N/A,0,0,N/A
friendsofodyssey,,0,0,0,0,N/A,N/A,0,0,N/A
fromtheretohereimports,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
frontrange,General service based,0,0,0,0,N/A,N/A,0,0,N/A
fullcirclesolutionsllc,Wholesale and distribution services (MWD),0,0,1,1,0,0,0,0,0
fullcitysupply3,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,1,0,N/A
fullserviceagencygroup,"Advertising, marketing or PR",0,0,0,0,N/A,N/A,1,0,N/A
fullthrottlecommerciallandscapingllcdbaful,Other,0,0,0,0,N/A,N/A,0,0,N/A
fundsaverinc,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
future1s,Sport and recreation,0,0,0,0,0,0,0,0,0
futurebuildingnursingprepcenterinc,Education or Tutoring,0,0,0,0,N/A,N/A,0,0,N/A
futurecity,Field Services,0,0,0,0,N/A,N/A,1,0,N/A
gahmusa,"Non-profit, govt or religious organization",0,0,0,0,0,0,0,0,0
gallovichconsultingllc,Construction,0,0,0,0,0,0,0,0,0
garagedoorworks,Field Services,0,0,0,1,N/A,N/A,0,0,N/A
garagefloors1day,Construction,0,0,0,0,N/A,N/A,0,0,N/A
gareysseweranddraincleaningllc2,Other,0,0,0,0,N/A,N/A,0,0,N/A
garydeutschcpa,Accounting and Bookkeeping,0,0,0,0,0,0,0,0,0
gasketdoctor,Field Services,0,0,0,0,N/A,N/A,0,0,N/A
gaspcoastal2,Other,0,0,0,0,N/A,N/A,0,0,N/A
gateguard,Field Services,0,0,0,0,0,0,0,0,0
gatortransportationandenergyservicesllc2,Other,0,0,0,0,0,0,0,0,0
gaylordhardwood,Construction,0,1,0,0,N/A,N/A,1,0,N/A
gayneslabsinc,General service based,0,0,0,0,N/A,N/A,1,0,N/A
gazconfort,Other,1,1,1,1,1,0,1,0,0
gbztransportation,,0,0,0,0,N/A,N/A,0,0,N/A
gccenvironmental,Manufacturing (MWD),0,0,0,0,N/A,N/A,0,0,N/A
gcislingersllc,Construction,0,0,0,0,0,0,0,0,0
geekoutsolutions,IT and computer related,0,0,0,0,N/A,N/A,0,0,N/A
geelus,IT and computer related,0,0,0,0,N/A,N/A,0,0,N/A
genardcompany,Other,0,0,0,0,0,0,1,0,1
generalfuels,Wholesale and distribution services (MWD),1,0,0,0,0,0,1,0,0
genesismachineandfabricationinc,Wholesale and distribution services (MWD),0,1,0,0,0,0,1,0,0
genluke,"Mining, Oil and Gas",0,0,0,0,0,0,0,0,0
genprollc,Wholesale and distribution services (MWD),0,0,0,0,N/A,N/A,0,0,N/A
geomarinetrade,Wholesale and distribution services (MWD),0,0,0,0,0,0,0,0,0
geonovideveloment,Consulting and Professional Services,0,0,0,0,N/A,N/A,0,0,N/A
georgiaelevatorinspections,Repair and maintenance,0,0,0,0,N/A,N/A,0,0,N/A
georgiapowdercoating2restore20250813,Manufacturing (MWD),0,1,1,1,N/A,N/A,1,0,N/A
georgiapowdercoating3,Other,0,1,1,1,N/A,N/A,1,0,N/A
getbold,Manufacturing (MWD),1,0,0,0,N/A,N/A,1,0,N/A
getboldrestore20250306,Manufacturing (MWD),1,0,0,0,N/A,N/A,1,0,N/A
getboldrestore20250320,Manufacturing (MWD),1,0,0,0,N/A,N/A,1,0,N/A
getboldrestore20250402,Manufacturing (MWD),1,0,0,0,N/A,N/A,1,0,N/A
getorganized,,0,0,0,0,N/A,N/A,1,0,N/A
getsalesinc,Other,1,0,0,0,0,0,0,0,0
getsimplebox2,Equipment rental and leasing,0,0,0,0,N/A,N/A,0,0,N/A
getthru,Consulting and Professional Services,0,0,0,0,N/A,N/A,1,0,N/A
ggtech,Accounting and Bookkeeping,0,0,0,0,N/A,N/A,0,0,N/A
gibbonsfiberglass,General service based,0,0,0,0,N/A,N/A,1,0,N/A
gicrremodeling,Construction,0,0,0,0,0,0,0,0,0
gillindustries,,0,0,0,0,N/A,N/A,0,0,N/A
gimbelsmechanicalsolutions,Field Services,0,0,0,0,1,0,1,0,0
gitchsportswearco1restore20250919,Wholesale and distribution services (MWD),0,0,1,1,1,1,1,1,1
gitchsportswearco1restore20251008,Wholesale and distribution services (MWD),0,0,1,1,1,1,1,1,1
gittings,Photography,0,0,0,0,0,0,1,0,0
glassprotampa,Construction,0,0,0,0,N/A,N/A,1,0,N/A
glassrenu,,0,0,0,0,N/A,N/A,1,0,N/A
